#record_cnt: 1000,,40% in soil,,,,,,
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.45,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.24,ec5,a2,0.65
ec5,a0,0.43,ec5,a1,0.27,ec5,a2,0.63
ec5,a0,0.45,ec5,a1,0.23,ec5,a2,0.64
ec5,a0,0.45,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.43,ec5,a1,0.27,ec5,a2,0.62
ec5,a0,0.42,ec5,a1,0.26,ec5,a2,0.61
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.61
ec5,a0,0.42,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.64
ec5,a0,0.42,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.27,ec5,a2,0.62
ec5,a0,0.45,ec5,a1,0.24,ec5,a2,0.61
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.63
ec5,a0,0.43,ec5,a1,0.27,ec5,a2,0.62
ec5,a0,0.43,ec5,a1,0.27,ec5,a2,0.63
ec5,a0,0.45,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.43,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.46,ec5,a1,0.23,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.26,ec5,a2,0.62
ec5,a0,0.45,ec5,a1,0.23,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.42,ec5,a1,0.26,ec5,a2,0.63
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.42,ec5,a1,0.25,ec5,a2,0.61
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.61
ec5,a0,0.45,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.27,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.27,ec5,a2,0.62
ec5,a0,0.46,ec5,a1,0.23,ec5,a2,0.62
ec5,a0,0.42,ec5,a1,0.26,ec5,a2,0.63
ec5,a0,0.45,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.27,ec5,a2,0.62
ec5,a0,0.45,ec5,a1,0.24,ec5,a2,0.61
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.28,ec5,a2,0.64
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.64
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.42,ec5,a1,0.27,ec5,a2,0.63
ec5,a0,0.43,ec5,a1,0.27,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.24,ec5,a2,0.61
ec5,a0,0.46,ec5,a1,0.25,ec5,a2,0.61
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.64
ec5,a0,0.44,ec5,a1,0.26,ec5,a2,0.64
ec5,a0,0.42,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.62
ec5,a0,0.42,ec5,a1,0.27,ec5,a2,0.61
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.64
ec5,a0,0.42,ec5,a1,0.27,ec5,a2,0.64
ec5,a0,0.44,ec5,a1,0.25,ec5,a2,0.63
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.62
ec5,a0,0.45,ec5,a1,0.23,ec5,a2,0.62
ec5,a0,0.44,ec5,a1,0.23,ec5,a2,0.63
