#start_time: 2016-11-01-10-54
#end_time: 2016-11-01-20-54
#purpose: small bottle with 3 depth sensor,a0:shallow
#command: python piSide.py -t 600 -s True -p ../data/ -m small bottle with 3 depth sensor,a0:shallow
#time,status,EC5_A0,EC5_A1,EC5_A2,
10:54,0,2,IDLE,0.54,0.41,0.42
10:55,0,3,IDLE,0.52,0.34,0.44
10:56,0,4,IDLE,0.59,0.41,0.45
10:57,0,5,IDLE,0.56,0.40,0.45
10:58,0,6,IDLE,0.55,0.35,0.38
10:59,0,7,IDLE,0.53,0.35,0.39
11:00,0,8,IDLE,0.53,0.33,0.44
11:01,0,9,IDLE,0.53,0.37,0.42
11:02,0,10,IDLE,0.55,0.37,0.43
11:03,0,11,IDLE,0.58,0.41,0.44
11:04,0,12,IDLE,0.58,0.41,0.45
11:05,0,13,IDLE,0.57,0.40,0.43
11:06,0,14,IDLE,0.51,0.34,0.39
11:07,0,15,IDLE,0.52,0.36,0.39
11:08,0,16,IDLE,0.53,0.35,0.39
11:09,0,17,IDLE,0.53,0.35,0.44
11:10,0,18,IDLE,0.57,0.36,0.39
11:11,0,19,IDLE,0.57,0.39,0.41
11:12,0,20,IDLE,0.51,0.34,0.43
11:13,0,21,IDLE,0.51,0.32,0.37
11:14,0,22,IDLE,0.52,0.35,0.39
11:15,0,23,IDLE,0.52,0.35,0.40
11:16,0,24,IDLE,0.52,0.36,0.40
11:17,0,25,IDLE,0.55,0.40,0.43
11:18,0,26,IDLE,0.53,0.35,0.39
11:19,0,27,IDLE,0.56,0.39,0.42
11:20,0,28,IDLE,0.58,0.41,0.37
11:21,0,29,IDLE,0.58,0.41,0.45
11:22,0,30,IDLE,0.54,0.41,0.43
11:23,1,0,IRRI,0.54,0.35,0.44
11:24,2,0,IRRI,0.53,0.41,0.38
11:25,3,0,IRRI,0.52,0.35,0.44
11:26,4,0,IRRI,0.52,0.36,0.45
11:27,5,0,IRRI,0.58,0.37,0.37
11:28,6,0,IRRI,0.50,0.34,0.39
11:29,7,0,IRRI,0.53,0.35,0.44
11:30,8,0,IRRI,0.54,0.33,0.40
11:31,9,0,IRRI,0.52,0.39,0.44
11:32,10,0,IRRI,0.57,0.40,0.44
11:33,11,0,IRRI,0.52,0.35,0.39
11:34,12,0,IRRI,0.51,0.35,0.39
11:36,13,0,IRRI,0.57,0.41,0.45
11:37,14,0,IRRI,0.56,0.40,0.45
11:38,15,0,IRRI,0.53,0.34,0.46
11:39,16,0,IRRI,0.57,0.41,0.45
11:40,17,0,IRRI,0.52,0.35,0.38
11:41,18,0,IRRI,0.53,0.36,0.40
11:42,19,0,IRRI,0.52,0.35,0.39
11:43,20,0,IRRI,0.51,0.32,0.40
11:44,21,0,IRRI,0.58,0.36,0.45
11:45,22,0,IRRI,0.55,0.41,0.44
11:46,23,0,IRRI,0.52,0.37,0.41
11:47,24,0,IRRI,0.54,0.36,0.44
11:48,25,0,IRRI,0.53,0.39,0.40
11:49,26,0,IRRI,0.56,0.38,0.41
11:50,27,0,IRRI,0.55,0.35,0.39
11:51,28,0,IRRI,0.55,0.34,0.39
11:52,29,0,IRRI,0.55,0.34,0.40
11:53,30,0,IRRI,0.52,0.41,0.40
11:54,0,1,IDLE,0.57,0.33,0.45
11:55,0,2,IDLE,0.51,0.41,0.42
11:56,0,3,IDLE,0.54,0.34,0.43
11:57,0,4,IDLE,0.58,0.34,0.39
11:58,0,5,IDLE,0.51,0.41,0.44
11:59,0,6,IDLE,0.54,0.34,0.39
12:00,0,7,IDLE,0.53,0.41,0.41
12:01,0,8,IDLE,0.52,0.40,0.41
12:02,0,9,IDLE,0.51,0.36,0.43
12:03,0,10,IDLE,0.53,0.36,0.39
12:04,0,11,IDLE,0.51,0.34,0.39
12:05,0,12,IDLE,0.52,0.41,0.38
12:06,0,13,IDLE,0.52,0.35,0.40
12:07,0,14,IDLE,0.52,0.35,0.40
12:08,0,15,IDLE,0.50,0.34,0.38
12:09,0,16,IDLE,0.51,0.34,0.40
12:10,0,17,IDLE,0.52,0.41,0.38
12:11,0,18,IDLE,0.56,0.40,0.43
12:12,0,19,IDLE,0.55,0.38,0.45
12:13,0,20,IDLE,0.52,0.41,0.37
12:14,0,21,IDLE,0.54,0.35,0.40
12:15,0,22,IDLE,0.57,0.40,0.42
12:16,0,23,IDLE,0.50,0.36,0.39
12:17,0,24,IDLE,0.52,0.34,0.40
12:18,0,25,IDLE,0.51,0.34,0.38
12:19,0,26,IDLE,0.53,0.36,0.46
12:20,0,27,IDLE,0.52,0.35,0.45
12:21,0,28,IDLE,0.54,0.38,0.37
12:22,0,29,IDLE,0.51,0.35,0.39
12:23,0,30,IDLE,0.54,0.41,0.43
12:24,1,0,IRRI,0.52,0.36,0.40
