#start_time: 2016-09-21_00_45_05
#end_time: 2016-09-21_05_45_05
ec5,a0,0.40,ec5,a1,0.33,ec5,a2,0.35
ec5,a0,0.31,ec5,a1,0.35,ec5,a2,0.34
ec5,a0,0.35,ec5,a1,0.35,ec5,a2,0.31
ec5,a0,0.35,ec5,a1,0.35,ec5,a2,0.31
ec5,a0,0.36,ec5,a1,0.35,ec5,a2,0.34
ec5,a0,0.40,ec5,a1,0.37,ec5,a2,0.33
ec5,a0,0.37,ec5,a1,0.36,ec5,a2,0.36
ec5,a0,0.34,ec5,a1,0.39,ec5,a2,0.36
ec5,a0,0.32,ec5,a1,0.37,ec5,a2,0.35
ec5,a0,0.39,ec5,a1,0.39,ec5,a2,0.38
ec5,a0,0.32,ec5,a1,0.36,ec5,a2,0.31
ec5,a0,0.32,ec5,a1,0.34,ec5,a2,0.34
ec5,a0,0.41,ec5,a1,0.35,ec5,a2,0.36
ec5,a0,0.38,ec5,a1,0.32,ec5,a2,0.35
ec5,a0,0.41,ec5,a1,0.37,ec5,a2,0.35
ec5,a0,0.39,ec5,a1,0.39,ec5,a2,0.37
ec5,a0,0.35,ec5,a1,0.34,ec5,a2,0.33
ec5,a0,0.41,ec5,a1,0.36,ec5,a2,0.32
ec5,a0,0.40,ec5,a1,0.33,ec5,a2,0.36
ec5,a0,0.34,ec5,a1,0.34,ec5,a2,0.34
ec5,a0,0.40,ec5,a1,0.38,ec5,a2,0.37
ec5,a0,0.34,ec5,a1,0.36,ec5,a2,0.37
ec5,a0,0.34,ec5,a1,0.31,ec5,a2,0.32
ec5,a0,0.39,ec5,a1,0.40,ec5,a2,0.38
ec5,a0,0.38,ec5,a1,0.35,ec5,a2,0.34
ec5,a0,0.38,ec5,a1,0.39,ec5,a2,0.31
ec5,a0,0.38,ec5,a1,0.35,ec5,a2,0.32
ec5,a0,0.34,ec5,a1,0.36,ec5,a2,0.35
ec5,a0,0.36,ec5,a1,0.34,ec5,a2,0.31
ec5,a0,0.35,ec5,a1,0.33,ec5,a2,0.31
ec5,a0,0.37,ec5,a1,0.35,ec5,a2,0.34
ec5,a0,0.38,ec5,a1,0.33,ec5,a2,0.36
ec5,a0,0.39,ec5,a1,0.37,ec5,a2,0.36
ec5,a0,0.38,ec5,a1,0.36,ec5,a2,0.32
ec5,a0,0.34,ec5,a1,0.31,ec5,a2,0.30
ec5,a0,0.36,ec5,a1,0.35,ec5,a2,0.32
ec5,a0,0.41,ec5,a1,0.39,ec5,a2,0.37
ec5,a0,0.37,ec5,a1,0.35,ec5,a2,0.34
ec5,a0,0.39,ec5,a1,0.39,ec5,a2,0.35
ec5,a0,0.38,ec5,a1,0.36,ec5,a2,0.38
