#start_time: ../data/
#end_time: 2016-10-23-03-43
#purpose: collect data in dense soil
#command: python piSide.py -t 300 -s True -p ../data/ -m collect data in dense soil
#time,status,EC5_A0,EC5_A1,EC5_A2,
22:43,I 5
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 6
22:43,IRRI,0.47,0.83,1.00
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 1
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 2
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 3
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 4
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 5
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 6
00:39,IDLE,0.46,0.76,0.83
00:40,IDLE,0.46,0.80,0.88
00:41,IDLE,0.47,0.73,0.79
00:42,IDLE,0.48,0.71,0.76
00:43,IRRI,0.48,0.80,0.88
00:44,IRRI,0.46,0.82,0.89
00:45,IRRI,0.47,0.72,0.77
00:46,IRRI,0.45,0.78,0.86
00:47,IRRI,0.49,0.85,0.91
00:48,IRRI,0.46,0.71,0.78
00:49,IRRI,0.46,0.72,0.78
00:50,IRRI,0.48,0.71,0.78
00:51,IRRI,0.46,0.74,0.81
00:52,IRRI,0.46,0.72,0.78
00:53,IRRI,0.45,0.82,0.88
00:54,IRRI,0.44,0.81,0.88
00:55,IRRI,0.47,0.76,0.83
00:56,IRRI,0.47,0.74,0.80
00:57,IRRI,0.45,0.76,0.82
00:58,IRRI,0.46,0.78,0.85
00:59,IRRI,0.45,0.80,0.87
01:00,IRRI,0.46,0.80,0.86
01:01,IRRI,0.48,0.81,0.87
01:02,IRRI,0.45,0.83,0.90
01:03,IRRI,0.46,0.81,0.89
01:04,IRRI,0.46,0.81,0.89
01:05,IRRI,0.47,0.73,0.81
01:06,IRRI,0.45,0.72,0.77
01:07,IRRI,0.45,0.83,0.90
01:08,IRRI,0.46,0.72,0.78
01:09,IRRI,0.44,0.74,0.80
01:10,IRRI,0.45,0.81,0.88
01:11,IRRI,0.45,0.74,0.79
01:12,IRRI,0.45,0.77,0.83
01:13,IDLE,0.46,0.75,0.84
01:14,IDLE,0.48,0.81,0.88
01:15,IDLE,0.47,0.72,0.77
01:16,IDLE,0.48,0.70,0.76
01:17,IDLE,0.45,0.71,0.77
01:18,IDLE,0.44,0.81,0.87
01:19,IDLE,0.48,0.78,0.85
01:20,IDLE,0.47,0.82,0.89
01:21,IDLE,0.46,0.80,0.87
01:22,IDLE,0.45,0.79,0.85
01:23,IDLE,0.46,0.71,0.76
01:24,IDLE,0.45,0.72,0.77
01:25,IDLE,0.46,0.79,0.87
01:26,IDLE,0.50,0.80,0.85
01:27,IDLE,0.47,0.75,0.80
01:28,IDLE,0.47,0.75,0.81
01:29,IDLE,0.48,0.75,0.81
01:30,IDLE,0.47,0.80,0.85
01:31,IDLE,0.46,0.77,0.84
01:32,IDLE,0.46,0.81,0.88
01:33,IDLE,0.47,0.75,0.82
01:34,IDLE,0.46,0.78,0.85
01:35,IDLE,0.47,0.74,0.80
01:36,IDLE,0.48,0.71,0.76
01:37,IDLE,0.48,0.75,0.81
01:38,IDLE,0.45,0.72,0.77
01:39,IDLE,0.48,0.81,0.85
01:40,IDLE,0.48,0.77,0.83
01:41,IDLE,0.47,0.77,0.83
01:42,IDLE,0.45,0.78,0.84
01:43,IRRI,0.48,0.79,0.86
01:44,IRRI,0.47,0.74,0.80
01:45,IRRI,0.47,0.80,0.88
01:46,IRRI,0.45,0.83,0.90
01:47,IRRI,0.45,0.74,0.79
01:48,IRRI,0.46,0.73,0.79
01:49,IRRI,0.48,0.79,0.86
01:50,IRRI,0.45,0.79,0.85
01:51,IRRI,0.46,0.77,0.84
01:52,IRRI,0.48,0.82,0.88
01:53,IRRI,0.48,0.80,0.88
01:54,IRRI,0.45,0.75,0.81
01:55,IRRI,0.48,0.77,0.82
01:56,IRRI,0.47,0.81,0.88
01:57,IRRI,0.45,0.78,0.83
01:58,IRRI,0.45,0.82,0.89
01:59,IRRI,0.45,0.79,0.85
02:00,IRRI,0.48,0.74,0.81
02:01,IRRI,0.45,0.83,0.89
02:02,IRRI,0.46,0.75,0.81
02:03,IRRI,0.47,0.80,0.88
02:04,IRRI,0.45,0.73,0.78
02:05,IRRI,0.44,0.73,0.79
02:06,IRRI,0.46,0.75,0.83
02:07,IRRI,0.45,0.76,0.81
02:08,IRRI,0.45,0.73,0.78
02:09,IRRI,0.45,0.72,0.78
02:10,IRRI,0.46,0.73,0.78
02:11,IRRI,0.46,0.80,0.88
02:12,IRRI,0.45,0.80,0.88
02:13,IDLE,0.45,0.76,0.83
02:14,IDLE,0.47,0.75,0.82
02:15,IDLE,0.47,0.74,0.79
02:16,IDLE,0.45,0.73,0.78
02:17,IDLE,0.45,0.77,0.82
02:18,IDLE,0.46,0.78,0.83
02:19,IDLE,0.45,0.76,0.83
02:20,IDLE,0.46,0.82,0.89
02:21,IDLE,0.46,0.73,0.78
02:22,IDLE,0.47,0.71,0.77
02:23,IDLE,0.45,0.81,0.88
02:24,IDLE,0.46,0.72,0.78
02:25,IDLE,0.46,0.80,0.86
02:26,IDLE,0.46,0.80,0.86
02:27,IDLE,0.46,0.74,0.81
